"","Predator","Prey"
"633","Bathyraja trachura","Ammodytes hexapterus"
"634","Bathyraja trachura","Hippoglossus stenolepis"
"635","Bathyraja trachura","Clupea pallasii"
"636","Bathyraja trachura","Reinhardtius stomias"
"637","Bathyraja trachura","Mysida"
"638","Bathyraja trachura","Gammaridea"
"639","Bathyraja trachura","Hippolytidae"
"640","Bathyraja trachura","Pandalidae"
"641","Bathyraja trachura","Detritus complex"
"642","Hydrolagus colliei","Ammodytes hexapterus"
"643","Hydrolagus colliei","Aphroditidae"
"644","Hydrolagus colliei","Buccinidae"
"645","Hydrolagus colliei","Yoldia"
"646","Hydrolagus colliei","Musculus"
"647","Hydrolagus colliei","Pectinidae"
"648","Hydrolagus colliei","Scaphopoda"
"649","Hydrolagus colliei","Pandalidae"
"650","Hydrolagus colliei","Crangonidae"
"651","Hydrolagus colliei","Cancer"
"652","Alosa sapidissima","Chaetognatha"
"653","Alosa sapidissima","Neocalanus cristatus"
"654","Alosa sapidissima","Neocalanus plumchrus"
"655","Alosa sapidissima","Calanus"
"656","Alosa sapidissima","Hyperiidea"
"657","Alosa sapidissima","Euphausia"
"658","Alosa sapidissima","Thysanoessa spinifera"
"659","Alosa sapidissima","Cancer"
"660","Alosa sapidissima","Pinnotheridae"
"661","Oncorhynchus gorbuscha","Gymnolaemata"
"662","Oncorhynchus gorbuscha","Chaetognatha"
"663","Oncorhynchus gorbuscha","Thaliacea"
"664","Oncorhynchus gorbuscha","Appendicularia"
"665","Oncorhynchus gorbuscha","Stenobrachius leucopsarus"
"666","Oncorhynchus gorbuscha","Pleurogrammus monopterygius"
"667","Oncorhynchus gorbuscha","Ammodytes hexapterus"
"668","Oncorhynchus gorbuscha","Hippoglossus stenolepis"
"669","Oncorhynchus gorbuscha","Berryteuthis anonychus"
"670","Oncorhynchus gorbuscha","Metridinidae"
"671","Oncorhynchus gorbuscha","Neocalanus cristatus"
"672","Oncorhynchus gorbuscha","Spionidae"
"673","Oncorhynchus gorbuscha","Limacina helicina"
"674","Oncorhynchus gorbuscha","Clione limacina"
"675","Oncorhynchus gorbuscha","Gonatopsis"
"676","Oncorhynchus gorbuscha","Berryteuthis magister"
"677","Oncorhynchus gorbuscha","Ostracoda"
"678","Oncorhynchus gorbuscha","Calanus"
"679","Oncorhynchus gorbuscha","Pontellidae"
"680","Oncorhynchus gorbuscha","Mysida"
"681","Oncorhynchus gorbuscha","Cumacea"
"682","Oncorhynchus gorbuscha","Gammaridea"
"683","Oncorhynchus gorbuscha","Hyperiidea"
"684","Oncorhynchus gorbuscha","Caprellidae"
"685","Oncorhynchus gorbuscha","Euphausia"
"686","Oncorhynchus gorbuscha","Thysanoessa spinifera"
"687","Oncorhynchus gorbuscha","Crangonidae"
"688","Oncorhynchus gorbuscha","Paguridae"
"689","Oncorhynchus gorbuscha","Cancer"
"690","Oncorhynchus gorbuscha","Pinnotheridae"
"691","Oncorhynchus keta","Chaetognatha"
"692","Oncorhynchus keta","Thaliacea"
"693","Oncorhynchus keta","Appendicularia"
"694","Oncorhynchus keta","Stenobrachius leucopsarus"
"695","Oncorhynchus keta","Theragra chalcogramma"
"696","Oncorhynchus keta","Pleurogrammus monopterygius"
"697","Oncorhynchus keta","Anoplopoma fimbria"
"698","Oncorhynchus keta","Ammodytes hexapterus"
"699","Oncorhynchus keta","Hippoglossus stenolepis"
"700","Oncorhynchus keta","Hydrozoa"
"701","Oncorhynchus keta","Berryteuthis anonychus"
"702","Oncorhynchus keta","Metridinidae"
"703","Oncorhynchus keta","Neocalanus cristatus"
"704","Oncorhynchus keta","Limacina helicina"
"705","Oncorhynchus keta","Clione limacina"
"706","Oncorhynchus keta","Gonatopsis"
"707","Oncorhynchus keta","Berryteuthis magister"
"708","Oncorhynchus keta","Ostracoda"
"709","Oncorhynchus keta","Calanus"
"710","Oncorhynchus keta","Pontellidae"
"711","Oncorhynchus keta","Mysida"
"712","Oncorhynchus keta","Cumacea"
"713","Oncorhynchus keta","Gammaridea"
"714","Oncorhynchus keta","Hyperiidea"
"715","Oncorhynchus keta","Euphausia"
"716","Oncorhynchus keta","Thysanoessa longipes"
"717","Oncorhynchus keta","Thysanoessa spinifera"
"718","Oncorhynchus keta","Pandalidae"
"719","Oncorhynchus keta","Crangonidae"
"720","Oncorhynchus keta","Paguridae"
"721","Oncorhynchus keta","Pinnotheridae"
"722","Oncorhynchus keta","Harpacticidae"
"723","Oncorhynchus kisutch","Chaetognatha"
"724","Oncorhynchus kisutch","Thaliacea"
"725","Oncorhynchus kisutch","Appendicularia"
"726","Oncorhynchus kisutch","Oncorhynchus kisutch"
"727","Oncorhynchus kisutch","Hypomesus pretiosus"
"728","Oncorhynchus kisutch","Mallotus villosus"
"729","Oncorhynchus kisutch","Stenobrachius leucopsarus"
"730","Oncorhynchus kisutch","Gadus macrocephalus"
"731","Oncorhynchus kisutch","Microgadus"
"732","Oncorhynchus kisutch","Theragra chalcogramma"
"733","Oncorhynchus kisutch","Merluccius productus"
"734","Oncorhynchus kisutch","Gasterosteus aculeatus"
"735","Oncorhynchus kisutch","Sebastes jordani"
"736","Oncorhynchus kisutch","Hexagrammos decagrammus"
"737","Oncorhynchus kisutch","Ophiodon elongatus"
"738","Oncorhynchus kisutch","Pleurogrammus monopterygius"
"739","Oncorhynchus kisutch","Anoplopoma fimbria"
"740","Oncorhynchus kisutch","Artedius"
"741","Oncorhynchus kisutch","Hemilepidotus hemilepidotus"
"742","Oncorhynchus kisutch","Ammodytes hexapterus"
"743","Oncorhynchus kisutch","Citharichthys"
"744","Oncorhynchus kisutch","Eopsetta"
"745","Oncorhynchus kisutch","Lyopsetta exilis"
"746","Oncorhynchus kisutch","Hippoglossoides elassodon"
"747","Oncorhynchus kisutch","Lepidopsetta bilineata"
"748","Oncorhynchus kisutch","Isopsetta isolepis"
"749","Oncorhynchus kisutch","Parophrys vetulus"
"750","Oncorhynchus kisutch","Psettichthys melanostictus"
"751","Oncorhynchus kisutch","Glyptocephalus zachirus"
"752","Oncorhynchus kisutch","Hydrozoa"
"753","Oncorhynchus kisutch","Clupea pallasii"
"754","Oncorhynchus kisutch","Berryteuthis anonychus"
"755","Oncorhynchus kisutch","Enteroctopus dofleini"
"756","Oncorhynchus kisutch","Metridinidae"
"757","Oncorhynchus kisutch","Syllidae"
"758","Oncorhynchus kisutch","Nereididae"
"759","Oncorhynchus kisutch","Neocalanus cristatus"
"760","Oncorhynchus kisutch","Neocalanus plumchrus"
"761","Oncorhynchus kisutch","Limacina helicina"
"762","Oncorhynchus kisutch","Gonatopsis"
"763","Oncorhynchus kisutch","Berryteuthis magister"
"764","Oncorhynchus kisutch","Calanus"
"765","Oncorhynchus kisutch","Eucalanus"
"766","Oncorhynchus kisutch","Aetideidae"
"767","Oncorhynchus kisutch","Euchaetidae"
"768","Oncorhynchus kisutch","Temoridae"
"769","Oncorhynchus kisutch","Pontellidae"
"770","Oncorhynchus kisutch","Mysida"
"771","Oncorhynchus kisutch","Cumacea"
"772","Oncorhynchus kisutch","Idoteidae"
"773","Oncorhynchus kisutch","Gammaridea"
"774","Oncorhynchus kisutch","Hyperiidea"
"775","Oncorhynchus kisutch","Caprellidae"
"776","Oncorhynchus kisutch","Euphausia"
"777","Oncorhynchus kisutch","Thysanoessa longipes"
"778","Oncorhynchus kisutch","Thysanoessa spinifera"
"779","Oncorhynchus kisutch","Hippolytidae"
"780","Oncorhynchus kisutch","Pandalidae"
"781","Oncorhynchus kisutch","Crangonidae"
"782","Oncorhynchus kisutch","Paguridae"
"783","Oncorhynchus kisutch","Oregonia"
"784","Oncorhynchus kisutch","Cancer"
"785","Oncorhynchus kisutch","Pinnotheridae"
"786","Oncorhynchus kisutch","Pugettia"
"787","Oncorhynchus nerka","Chaetognatha"
"788","Oncorhynchus nerka","Appendicularia"
"789","Oncorhynchus nerka","Stenobrachius leucopsarus"
"790","Oncorhynchus nerka","Pleurogrammus monopterygius"
"791","Oncorhynchus nerka","Ammodytes hexapterus"
"792","Oncorhynchus nerka","Hippoglossus stenolepis"
"793","Oncorhynchus nerka","Clupea pallasii"
"794","Oncorhynchus nerka","Berryteuthis anonychus"
"795","Oncorhynchus nerka","Metridinidae"
"796","Oncorhynchus nerka","Clausocalanidae"
"797","Oncorhynchus nerka","Neocalanus cristatus"
"798","Oncorhynchus nerka","Neocalanus plumchrus"
"799","Oncorhynchus nerka","Spionidae"
"800","Oncorhynchus nerka","Limacina helicina"
"801","Oncorhynchus nerka","Clione limacina"
"802","Oncorhynchus nerka","Gonatopsis"
"803","Oncorhynchus nerka","Berryteuthis magister"
"804","Oncorhynchus nerka","Ostracoda"
"805","Oncorhynchus nerka","Calanus"
"806","Oncorhynchus nerka","Temoridae"
"807","Oncorhynchus nerka","Pontellidae"
"808","Oncorhynchus nerka","Acartia"
"809","Oncorhynchus nerka","Mysida"
"810","Oncorhynchus nerka","Cumacea"
"811","Oncorhynchus nerka","Gammaridea"
"812","Oncorhynchus nerka","Hyperiidea"
"813","Oncorhynchus nerka","Euphausia"
"814","Oncorhynchus nerka","Thysanoessa inermis"
"815","Oncorhynchus nerka","Thysanoessa spinifera"
"816","Oncorhynchus nerka","Pandalidae"
"817","Oncorhynchus nerka","Crangonidae"
"818","Oncorhynchus nerka","Paguridae"
"819","Oncorhynchus nerka","Oregonia"
"820","Oncorhynchus nerka","Hyas"
"821","Oncorhynchus nerka","Telmessus cheiragonus"
"822","Oncorhynchus nerka","Cancer"
"823","Oncorhynchus nerka","Pinnotheridae"
"824","Oncorhynchus tshawytscha","Chaetognatha"
"825","Oncorhynchus tshawytscha","Thaliacea"
"826","Oncorhynchus tshawytscha","Appendicularia"
"827","Oncorhynchus tshawytscha","Hydrolagus colliei"
"828","Oncorhynchus tshawytscha","Hypomesus pretiosus"
"829","Oncorhynchus tshawytscha","Mallotus villosus"
"830","Oncorhynchus tshawytscha","Thaleichthys pacificus"
"831","Oncorhynchus tshawytscha","Leuroglossus schmidti"
"832","Oncorhynchus tshawytscha","Stenobrachius leucopsarus"
"833","Oncorhynchus tshawytscha","Boreogadus saida"
"834","Oncorhynchus tshawytscha","Gadus macrocephalus"
"835","Oncorhynchus tshawytscha","Microgadus"
"836","Oncorhynchus tshawytscha","Theragra chalcogramma"
"837","Oncorhynchus tshawytscha","Merluccius productus"
"838","Oncorhynchus tshawytscha","Gasterosteus aculeatus"
"839","Oncorhynchus tshawytscha","Sebastes caurinus"
"840","Oncorhynchus tshawytscha","Sebastes crameri"
"841","Oncorhynchus tshawytscha","Sebastes elongatus"
"842","Oncorhynchus tshawytscha","Sebastes entomelas"
"843","Oncorhynchus tshawytscha","Sebastes flavidus"
"844","Oncorhynchus tshawytscha","Sebastes jordani"
"845","Oncorhynchus tshawytscha","Sebastes melanops"
"846","Oncorhynchus tshawytscha","Sebastes mystinus"
"847","Oncorhynchus tshawytscha","Sebastes pinniger"
"848","Oncorhynchus tshawytscha","Sebastes ruberrimus"
"849","Oncorhynchus tshawytscha","Sebastes wilsoni"
"850","Oncorhynchus tshawytscha","Sebastes zacentrus"
"851","Oncorhynchus tshawytscha","Hexagrammos decagrammus"
"852","Oncorhynchus tshawytscha","Ophiodon elongatus"
"853","Oncorhynchus tshawytscha","Pleurogrammus monopterygius"
"854","Oncorhynchus tshawytscha","Artedius"
"855","Oncorhynchus tshawytscha","Hemilepidotus hemilepidotus"
"856","Oncorhynchus tshawytscha","Leptocottus armatus"
"857","Oncorhynchus tshawytscha","Trichodon trichodon"
"858","Oncorhynchus tshawytscha","Anarrhichthys ocellatus"
"859","Oncorhynchus tshawytscha","Ammodytes hexapterus"
"860","Oncorhynchus tshawytscha","Citharichthys"
"861","Oncorhynchus tshawytscha","Eopsetta"
"862","Oncorhynchus tshawytscha","Lyopsetta exilis"
"863","Oncorhynchus tshawytscha","Hippoglossoides elassodon"
"864","Oncorhynchus tshawytscha","Microstomus pacificus"
"865","Oncorhynchus tshawytscha","Lepidopsetta bilineata"
"866","Oncorhynchus tshawytscha","Isopsetta isolepis"
"867","Oncorhynchus tshawytscha","Parophrys vetulus"
"868","Oncorhynchus tshawytscha","Psettichthys melanostictus"
"869","Oncorhynchus tshawytscha","Hippoglossus stenolepis"
"870","Oncorhynchus tshawytscha","Glyptocephalus zachirus"
"871","Oncorhynchus tshawytscha","Hydrozoa"
"872","Oncorhynchus tshawytscha","Clupea pallasii"
"873","Oncorhynchus tshawytscha","Berryteuthis anonychus"
"874","Oncorhynchus tshawytscha","Enteroctopus dofleini"
"875","Oncorhynchus tshawytscha","Metridinidae"
"876","Oncorhynchus tshawytscha","Reinhardtius stomias"
"877","Oncorhynchus tshawytscha","Phyllodocidae"
"878","Oncorhynchus tshawytscha","Nereididae"
"879","Oncorhynchus tshawytscha","Neocalanus cristatus"
"880","Oncorhynchus tshawytscha","Neocalanus plumchrus"
"881","Oncorhynchus tshawytscha","Oligochaeta"
"882","Oncorhynchus tshawytscha","Limacina helicina"
"883","Oncorhynchus tshawytscha","Gonatopsis"
"884","Oncorhynchus tshawytscha","Berryteuthis magister"
"885","Oncorhynchus tshawytscha","Calanus"
"886","Oncorhynchus tshawytscha","Eucalanus"
"887","Oncorhynchus tshawytscha","Aetideidae"
"888","Oncorhynchus tshawytscha","Euchaetidae"
"889","Oncorhynchus tshawytscha","Pontellidae"
"890","Oncorhynchus tshawytscha","Mysida"
"891","Oncorhynchus tshawytscha","Cumacea"
"892","Oncorhynchus tshawytscha","Sphaeromatidae"
"893","Oncorhynchus tshawytscha","Idoteidae"
"894","Oncorhynchus tshawytscha","Gammaridea"
"895","Oncorhynchus tshawytscha","Hyperiidea"
"896","Oncorhynchus tshawytscha","Caprellidae"
"897","Oncorhynchus tshawytscha","Euphausia"
"898","Oncorhynchus tshawytscha","Thysanoessa inermis"
"899","Oncorhynchus tshawytscha","Thysanoessa spinifera"
"900","Oncorhynchus tshawytscha","Hippolytidae"
"901","Oncorhynchus tshawytscha","Pandalidae"
"902","Oncorhynchus tshawytscha","Crangonidae"
"903","Oncorhynchus tshawytscha","Paguridae"
"904","Oncorhynchus tshawytscha","Oregonia"
"905","Oncorhynchus tshawytscha","Cancer"
"906","Oncorhynchus tshawytscha","Pinnotheridae"
"907","Oncorhynchus tshawytscha","Detritus complex"
"908","Oncorhynchus tshawytscha","Pugettia"
"909","Salvelinus","Chaetognatha"
"910","Salvelinus","Oncorhynchus tshawytscha"
"911","Salvelinus","Salvelinus"
"912","Salvelinus","Mallotus villosus"
"913","Salvelinus","Boreogadus saida"
"914","Salvelinus","Lycodes"
"915","Salvelinus","Gasterosteus aculeatus"
"916","Salvelinus","Myoxocephalus"
"917","Salvelinus","Triglops"
"918","Salvelinus","Leptoclinus maculatus"
"919","Salvelinus","Clupea pallasii"
"920","Salvelinus","Oligochaeta"
"921","Salvelinus","Limacina helicina"
"922","Salvelinus","Ostracoda"
"923","Salvelinus","Mysida"
"924","Salvelinus","Gammaridea"
"925","Salvelinus","Hyperiidea"
"926","Salvelinus","Hippolytidae"
"927","Salvelinus","Majidae"
"928","Salvelinus","Detritus complex"
"929","Hypomesus pretiosus","Appendicularia"
"930","Hypomesus pretiosus","Ammodytes hexapterus"
"931","Hypomesus pretiosus","Limacina helicina"
"932","Hypomesus pretiosus","Calanus"
"933","Hypomesus pretiosus","Eucalanus"
"934","Hypomesus pretiosus","Cumacea"
"935","Hypomesus pretiosus","Gammaridea"
"936","Hypomesus pretiosus","Hyperiidea"
"937","Hypomesus pretiosus","Paguridae"
"938","Hypomesus pretiosus","Cancer"
"939","Hypomesus pretiosus","Harpacticidae"
"940","Mallotus villosus","Chaetognatha"
"941","Mallotus villosus","Appendicularia"
"942","Mallotus villosus","Metridinidae"
"943","Mallotus villosus","Clausocalanidae"
"944","Mallotus villosus","Thysanoessa raschii"
"945","Mallotus villosus","Ostracoda"
"946","Mallotus villosus","Calanus"
"947","Mallotus villosus","Euchaetidae"
"948","Mallotus villosus","Temoridae"
"949","Mallotus villosus","Oithona"
"950","Mallotus villosus","Hyperiidea"
"951","Mallotus villosus","Thysanoessa inermis"
"952","Mallotus villosus","Thysanoessa spinifera"
"953","Osmerus","Mysida"
"954","Osmerus","Gammaridea"
"955","Thaleichthys pacificus","Appendicularia"
"956","Thaleichthys pacificus","Theragra chalcogramma"
"957","Thaleichthys pacificus","Mysida"
"958","Thaleichthys pacificus","Cumacea"
"959","Thaleichthys pacificus","Hyperiidea"
"960","Thaleichthys pacificus","Thysanoessa inermis"
"961","Thaleichthys pacificus","Thysanoessa spinifera"
"962","Bathylagus","Ostracoda"
"963","Leuroglossus schmidti","Chaetognatha"
"964","Leuroglossus schmidti","Appendicularia"
"965","Leuroglossus schmidti","Leuroglossus schmidti"
"966","Leuroglossus schmidti","Theragra chalcogramma"
"967","Leuroglossus schmidti","Hydrozoa"
"968","Leuroglossus schmidti","Metridinidae"
"969","Leuroglossus schmidti","Clausocalanidae"
"970","Leuroglossus schmidti","Neocalanus cristatus"
"971","Leuroglossus schmidti","Neocalanus plumchrus"
"972","Leuroglossus schmidti","Limacina helicina"
"973","Leuroglossus schmidti","Clione limacina"
"974","Leuroglossus schmidti","Ostracoda"
"975","Leuroglossus schmidti","Calanus"
"976","Leuroglossus schmidti","Eucalanus"
"977","Leuroglossus schmidti","Aetideidae"
"978","Leuroglossus schmidti","Euchaetidae"
"979","Leuroglossus schmidti","Gammaridea"
"980","Leuroglossus schmidti","Hyperiidea"
"981","Leuroglossus schmidti","Euphausia"
"982","Leuroglossus schmidti","Thysanoessa inermis"
"983","Leuroglossus schmidti","Thysanoessa longipes"
"984","Cyclothone","Chaetognatha"
"985","Cyclothone","Appendicularia"
"986","Cyclothone","Radiolaria"
"987","Cyclothone","Metridinidae"
"988","Cyclothone","Clausocalanidae"
"989","Cyclothone","Ostracoda"
"990","Cyclothone","Calanus"
"991","Cyclothone","Eucalanus"
"992","Cyclothone","Aetideidae"
"993","Cyclothone","Euchaetidae"
"994","Cyclothone","Centropages"
"995","Cyclothone","Temoridae"
"996","Cyclothone","Hyperiidea"
"997","Cyclothone","Detritus complex"
"998","Stomiidae","Chaetognatha"
"999","Stomiidae","Stenobrachius leucopsarus"
"1000","Stomiidae","Stenobrachius nannochir"
"1001","Stomiidae","Tarletonbeania crenularis"
"1002","Stomiidae","Protomyctophum"
"1003","Stomiidae","Euphausia"
"1004","Alepisaurus ferox","Thaliacea"
"1005","Alepisaurus ferox","Oncorhynchus gorbuscha"
"1006","Alepisaurus ferox","Oncorhynchus keta"
"1007","Alepisaurus ferox","Oncorhynchus nerka"
"1008","Alepisaurus ferox","Alepisaurus ferox"
"1009","Alepisaurus ferox","Trachipterus"
"1010","Alepisaurus ferox","Hydrozoa"
"1011","Alepisaurus ferox","Berryteuthis anonychus"
"1012","Alepisaurus ferox","Moroteuthis"
"1013","Alepisaurus ferox","Mysida"
"1014","Alepisaurus ferox","Hyperiidea"
"1015","Alepisaurus ferox","Euphausia"
"1016","Lampanyctus jordani","Chaetognatha"
"1017","Lampanyctus jordani","Metridinidae"
"1018","Lampanyctus jordani","Neocalanus cristatus"
"1019","Lampanyctus jordani","Neocalanus plumchrus"
"1020","Lampanyctus jordani","Ostracoda"
"1021","Lampanyctus jordani","Calanus"
"1022","Lampanyctus jordani","Eucalanus"
"1023","Lampanyctus jordani","Aetideidae"
"1024","Lampanyctus jordani","Euchaetidae"
"1025","Lampanyctus jordani","Mysida"
"1026","Lampanyctus jordani","Sphaeromatidae"
"1027","Lampanyctus jordani","Gammaridea"
"1028","Lampanyctus jordani","Hyperiidea"
"1029","Lampanyctus jordani","Euphausia"
"1030","Lampanyctus jordani","Thysanoessa inermis"
"1031","Lampanyctus jordani","Thysanoessa longipes"
